zip,city,county,SPCS83_Code
78576,Penitas,Hidalgo,4205
78577,Pharr,Hidalgo,4205
78578,Port Isabel,Cameron,4205
78579,Progreso,Hidalgo,4205
78580,Raymondville,Willacy,4205
78582,Rio Grande City,Starr,4205
78583,Rio Hondo,Cameron,4205
78584,Roma,Starr,4205
78585,Salineno,Starr,4205
78586,San Benito,Cameron,4205
78588,San Isidro,Starr,4205
78589,San Juan,Hidalgo,4205
78590,San Perlita,Willacy,4205
78591,Santa Elena,Starr,4205
78592,Santa Maria,Cameron,4205
78593,Santa Rosa,Cameron,4205
78594,Sebastian,Willacy,4205
78595,Sullivan City,Hidalgo,4205
78596,Weslaco,Hidalgo,4205
78597,South Padre Island,Cameron,4205
78598,Port Mansfield,Willacy,4205
78599,Weslaco,Hidalgo,4205
78602,Bastrop,Bastrop,4203
78604,Belmont,Gonzales,4204
78605,Bertram,Burnet,4203
78606,Blanco,Blanco,4203
78607,Bluffton,Llano,4203
78608,Briggs,Burnet,4203
78609,Buchanan Dam,Llano,4203
78610,Buda,Hays,4204
78611,Burnet,Burnet,4203
78612,Cedar Creek,Bastrop,4203
78613,Cedar Park,Williamson,4203
78614,Cost,Gonzales,4204
78615,Coupland,Travis,4203
78616,Dale,Caldwell,4204
78617,Del Valle,Travis,4203
78618,Doss,Gillespie,4203
78619,Driftwood,Hays,4204
78620,Dripping Springs,Hays,4204
78621,Elgin,Bastrop,4203
78622,Fentress,Caldwell,4204
78623,Fischer,Comal,4204
78624,Fredericksburg,Gillespie,4203
78626,Georgetown,Williamson,4203
78627,Georgetown,Williamson,4203
78628,Georgetown,Williamson,4203
78629,Gonzales,Gonzales,4204
78630,Cedar Park,Williamson,4203
78631,Harper,Gillespie,4203
78632,Harwood,Gonzales,4204
78633,Georgetown,Williamson,4203
78634,Hutto,Williamson,4203
78635,Hye,Blanco,4203
78636,Johnson City,Blanco,4203
78638,Kingsbury,Guadalupe,4204
78639,Kingsland,Llano,4203
78640,Kyle,Hays,4204
78641,Leander,Williamson,4203
78642,Liberty Hill,Williamson,4203
78643,Llano,Llano,4203
78644,Lockhart,Caldwell,4204
78645,Leander,Travis,4203
78646,Leander,Williamson,4203
78648,Luling,Caldwell,4204
78650,Mc Dade,Bastrop,4203
78651,Mc Neil,Williamson,4203
78652,Manchaca,Travis,4203
78653,Manor,Travis,4203
78654,Marble Falls,Burnet,4203
78655,Martindale,Caldwell,4204
78656,Maxwell,Caldwell,4204
78657,Horseshoe Bay,Llano,4203
78658,Ottine,Gonzales,4204
78659,Paige,Bastrop,4203
78660,Pflugerville,Travis,4203
78661,Prairie Lea,Caldwell,4204
78662,Red Rock,Bastrop,4203
78663,Round Mountain,Blanco,4203
78664,Round Rock,Williamson,4203
78665,Round Rock,Williamson,4203
78666,San Marcos,Hays,4204
78667,San Marcos,Hays,4204
78669,Spicewood,Travis,4203
78670,Staples,Guadalupe,4204
78671,Stonewall,Gillespie,4203
78672,Tow,Llano,4203
78673,Walburg,Williamson,4203
78674,Weir,Williamson,4203
78675,Willow City,Gillespie,4203
78676,Wimberley,Hays,4204
78677,Wrightsboro,Gonzales,4204
78680,Round Rock,Williamson,4203
78681,Round Rock,Williamson,4203
78682,Round Rock,Williamson,4203
78683,Round Rock,Williamson,4203
78691,Pflugerville,Travis,4203
78701,Austin,Travis,4203
78702,Austin,Travis,4203
78703,Austin,Travis,4203
78704,Austin,Travis,4203
78705,Austin,Travis,4203
78708,Austin,Travis,4203
78709,Austin,Travis,4203
78710,Austin,Travis,4203
78711,Austin,Travis,4203
78712,Austin,Travis,4203
78713,Austin,Travis,4203
78714,Austin,Travis,4203
78715,Austin,Travis,4203
78716,Austin,Travis,4203
78717,Austin,Williamson,4203
78718,Austin,Travis,4203
78719,Austin,Travis,4203
78720,Austin,Travis,4203
78721,Austin,Travis,4203
78722,Austin,Travis,4203
78723,Austin,Travis,4203
78724,Austin,Travis,4203
78725,Austin,Travis,4203
78726,Austin,Travis,4203
78727,Austin,Travis,4203
78728,Austin,Travis,4203
78729,Austin,Williamson,4203
78730,Austin,Travis,4203
78731,Austin,Travis,4203
78732,Austin,Travis,4203
78733,Austin,Travis,4203
78734,Austin,Travis,4203
78735,Austin,Travis,4203
78736,Austin,Travis,4203
78737,Austin,Hays,4204
78738,Austin,Travis,4203
78739,Austin,Travis,4203
78741,Austin,Travis,4203
78742,Austin,Travis,4203
78744,Austin,Travis,4203
78745,Austin,Travis,4203
78746,Austin,Travis,4203
78747,Austin,Travis,4203
78748,Austin,Travis,4203
78749,Austin,Travis,4203
78750,Austin,Travis,4203
78751,Austin,Travis,4203
78752,Austin,Travis,4203
78753,Austin,Travis,4203
78754,Austin,Travis,4203
78755,Austin,Travis,4203
78756,Austin,Travis,4203
78757,Austin,Travis,4203
78758,Austin,Travis,4203
78759,Austin,Travis,4203
78760,Austin,Travis,4203
78761,Austin,Travis,4203
78762,Austin,Travis,4203
78763,Austin,Travis,4203
78764,Austin,Travis,4203
78765,Austin,Travis,4203
78766,Austin,Travis,4203
78767,Austin,Travis,4203
78768,Austin,Travis,4203
78769,Austin,Travis,4203
78772,Austin,Travis,4203
78773,Austin,Travis,4203
78774,Austin,Travis,4203
78778,Austin,Travis,4203
78779,Austin,Travis,4203
78780,Austin,Travis,4203
78781,Austin,Travis,4203
78783,Austin,Travis,4203
78785,Austin,Travis,4203
78786,Austin,Travis,4203
78788,Austin,Travis,4203
78789,Austin,Travis,4203
78798,Austin,Travis,4203
78799,Austin,Travis,4203
78801,Uvalde,Uvalde,4204
78802,Uvalde,Uvalde,4204
78827,Asherton,Dimmit,4204
78828,Barksdale,Edwards,4204
78829,Batesville,Zavala,4204
78830,Big Wells,Dimmit,4204
78832,Brackettville,Kinney,4204
78833,Camp Wood,Real,4204
78834,Carrizo Springs,Dimmit,4204
78836,Catarina,Dimmit,4204
78837,Comstock,Val Verde,4204
78838,Concan,Uvalde,4204
78839,Crystal City,Zavala,4204
78840,Del Rio,Val Verde,4204
78841,Del Rio,Val Verde,4204
78842,Del Rio,Val Verde,4204
78843,Laughlin AFB,Val Verde,4204
78847,Del Rio,Val Verde,4204
78850,D Hanis,Medina,4204
78851,Dryden,Terrell,4204
78852,Eagle Pass,Maverick,4204
78853,Eagle Pass,Maverick,4204
78860,El Indio,Maverick,4204
78861,Hondo,Medina,4204
78870,Knippa,Uvalde,4204
78871,Langtry,Val Verde,4204
78872,La Pryor,Zavala,4204
78873,Leakey,Real,4204
78877,Quemado,Maverick,4204
78879,Rio Frio,Real,4204
78880,Rocksprings,Edwards,4204
78881,Sabinal,Uvalde,4204
78883,Tarpley,Bandera,4204
78884,Utopia,Uvalde,4204
78885,Vanderpool,Bandera,4204
78886,Yancey,Medina,4204
78931,Bleiblerville,Austin,4204
78932,Carmine,Fayette,4204
78933,Cat Spring,Austin,4204
78934,Columbus,Colorado,4204
78935,Alleyton,Colorado,4204
78938,Ellinger,Fayette,4204
78940,Fayetteville,Fayette,4204
78941,Flatonia,Fayette,4204
78942,Giddings,Lee,4203
78943,Glidden,Colorado,4204
78944,Industry,Austin,4204
78945,La Grange,Fayette,4204
78946,Ledbetter,Lee,4203
78947,Lexington,Lee,4203
78948,Lincoln,Lee,4203
78949,Muldoon,Fayette,4204
78950,New Ulm,Austin,4204
78951,Oakland,Colorado,4204
78952,Plum,Fayette,4204
78953,Rosanky,Bastrop,4203
78954,Round Top,Fayette,4204
78956,Schulenburg,Fayette,4204
78957,Smithville,Bastrop,4203
78959,Waelder,Gonzales,4204
78960,Warda,Fayette,4204
78961,Warrenton,Fayette,4204
78962,Weimar,Colorado,4204
78963,West Point,Fayette,4204
79001,Adrian,Oldham,4201
79002,Alanreed,Gray,4201
79003,Allison,Wheeler,4201
79005,Booker,Lipscomb,4201
79007,Borger,Hutchinson,4201
79008,Borger,Hutchinson,4201
79009,Bovina,Parmer,4201
79010,Boys Ranch,Potter,4201
79011,Briscoe,Wheeler,4201
79012,Bushland,Randall,4201
79013,Cactus,Moore,4201
79014,Canadian,Hemphill,4201
79015,Canyon,Randall,4201
79016,Canyon,Randall,4201
79018,Channing,Hartley,4201
79019,Claude,Armstrong,4201
79021,Cotton Center,Hale,4202
79022,Dalhart,Dallam,4201
79024,Darrouzett,Lipscomb,4201
79025,Dawn,Deaf Smith,4201
79027,Dimmitt,Castro,4201
79029,Dumas,Moore,4201
79031,Earth,Lamb,4202
79032,Edmonson,Hale,4202
79033,Farnsworth,Ochiltree,4201
79034,Follett,Lipscomb,4201
79035,Friona,Parmer,4201
79036,Fritch,Hutchinson,4201
79039,Groom,Carson,4201
79040,Gruver,Hansford,4201
79041,Hale Center,Hale,4202
79042,Happy,Swisher,4201
79043,Hart,Castro,4201
79044,Hartley,Hartley,4201
79045,Hereford,Deaf Smith,4201
79046,Higgins,Lipscomb,4201
79051,Kerrick,Dallam,4201
79052,Kress,Swisher,4201
79053,Lazbuddie,Parmer,4201
79054,Lefors,Gray,4201
79056,Lipscomb,Lipscomb,4201
79057,Mclean,Gray,4201
79058,Masterson,Potter,4201
79059,Miami,Roberts,4201
79061,Mobeetie,Wheeler,4201
79062,Morse,Hansford,4201
79063,Nazareth,Castro,4201
79064,Olton,Lamb,4202
79065,Pampa,Gray,4201
79066,Pampa,Gray,4201
79068,Panhandle,Carson,4201
79070,Perryton,Ochiltree,4201
79072,Plainview,Hale,4202
79073,Plainview,Hale,4202
79077,Samnorwood,Collingsworth,4201
79078,Sanford,Hutchinson,4201
79079,Shamrock,Wheeler,4201
79080,Skellytown,Carson,4201
79081,Spearman,Hansford,4201
79082,Springlake,Lamb,4202
79083,Stinnett,Hutchinson,4201
79084,Stratford,Sherman,4201
79085,Summerfield,Castro,4201
79086,Sunray,Moore,4201
79087,Texline,Dallam,4201
79088,Tulia,Swisher,4201
79091,Umbarger,Randall,4201
79092,Vega,Oldham,4201
79093,Waka,Ochiltree,4201
79094,Wayside,Armstrong,4201
79095,Wellington,Collingsworth,4201
79096,Wheeler,Wheeler,4201
79097,White Deer,Carson,4201
79098,Wildorado,Oldham,4201
79101,Amarillo,Potter,4201
79102,Amarillo,Potter,4201
79103,Amarillo,Potter,4201
79104,Amarillo,Potter,4201
79105,Amarillo,Moore,4201
79106,Amarillo,Potter,4201
79107,Amarillo,Potter,4201
79108,Amarillo,Potter,4201
79109,Amarillo,Randall,4201
79110,Amarillo,Randall,4201
79111,Amarillo,Potter,4201
79114,Amarillo,Potter,4201
79116,Amarillo,Potter,4201
79117,Amarillo,Potter,4201
79118,Amarillo,Randall,4201
79119,Amarillo,Randall,4201
79120,Amarillo,Potter,4201
79121,Amarillo,Randall,4201
79124,Amarillo,Potter,4201
79159,Amarillo,Potter,4201
79166,Amarillo,Potter,4201
79168,Amarillo,Potter,4201
79172,Amarillo,Potter,4201
79174,Amarillo,Potter,4201
79178,Amarillo,Potter,4201
79185,Amarillo,Potter,4201
79187,Amarillo,Potter,4201
79189,Amarillo,Potter,4201
79201,Childress,Childress,4201
79220,Afton,Dickens,4202
79221,Aiken,Floyd,4202
79223,Cee Vee,Cottle,4202
79225,Chillicothe,Hardeman,4202
79226,Clarendon,Donley,4201
79227,Crowell,Foard,4202
79229,Dickens,Dickens,4202
79230,Dodson,Collingsworth,4201
79231,Dougherty,Floyd,4202
79233,Estelline,Hall,4201
79234,Flomot,Motley,4202
79235,Floydada,Floyd,4202
79236,Guthrie,King,4202
79237,Hedley,Donley,4201
79239,Lakeview,Hall,4201
79240,Lelia Lake,Donley,4201
79241,Lockney,Floyd,4202
79243,Mcadoo,Dickens,4202
79244,Matador,Motley,4202
79245,Memphis,Hall,4201
79247,Odell,Wilbarger,4202
79248,Paducah,Cottle,4202
79250,Petersburg,Hale,4202
79251,Quail,Collingsworth,4201
79252,Quanah,Hardeman,4202
79255,Quitaque,Briscoe,4201
79256,Roaring Springs,Motley,4202
79257,Silverton,Briscoe,4201
79258,South Plains,Floyd,4202
79259,Tell,Childress,4201
79261,Turkey,Hall,4201
79311,Abernathy,Hale,4202
79312,Amherst,Lamb,4202
79313,Anton,Hockley,4202
79314,Bledsoe,Cochran,4202
79316,Brownfield,Terry,4202
79320,Bula,Bailey,4202
79322,Crosbyton,Crosby,4202
79323,Denver City,Yoakum,4202
79324,Enochs,Bailey,4202
79325,Farwell,Parmer,4201
79326,Fieldton,Lamb,4202
79329,Idalou,Lubbock,4202
79330,Justiceburg,Garza,4202
79331,Lamesa,Dawson,4202
79336,Levelland,Hockley,4202
79338,Levelland,Hockley,4202
79339,Littlefield,Lamb,4202
79342,Loop,Gaines,4202
79343,Lorenzo,Crosby,4202
79344,Maple,Bailey,4202
79345,Meadow,Terry,4202
79346,Morton,Cochran,4202
79347,Muleshoe,Bailey,4202
79350,New Deal,Lubbock,4202
79351,Odonnell,Lynn,4202
79353,Pep,Hockley,4202
79355,Plains,Yoakum,4202
79356,Post,Garza,4202
79357,Ralls,Crosby,4202
79358,Ropesville,Hockley,4202
79359,Seagraves,Gaines,4202
79360,Seminole,Gaines,4202
79363,Shallowater,Lubbock,4202
79364,Slaton,Lubbock,4202
79366,Ransom Canyon,Lubbock,4202
79367,Smyer,Hockley,4202
79369,Spade,Lamb,4202
79370,Spur,Dickens,4202
79371,Sudan,Lamb,4202
79372,Sundown,Hockley,4202
79373,Tahoka,Lynn,4202
79376,Tokio,Terry,4202
79377,Welch,Dawson,4202
79378,Wellman,Terry,4202
79379,Whiteface,Cochran,4202
79380,Whitharral,Hockley,4202
79381,Wilson,Lynn,4202
79382,Wolfforth,Lubbock,4202
79383,New Home,Lynn,4202
79401,Lubbock,Lubbock,4202
79402,Lubbock,Lubbock,4202
79403,Lubbock,Lubbock,4202
79404,Lubbock,Lubbock,4202
79405,Lubbock,Lubbock,4202
79406,Lubbock,Lubbock,4202
79407,Lubbock,Lubbock,4202
79408,Lubbock,Lubbock,4202
79409,Lubbock,Lubbock,4202
79410,Lubbock,Lubbock,4202
79411,Lubbock,Lubbock,4202
79412,Lubbock,Lubbock,4202
79413,Lubbock,Lubbock,4202
79414,Lubbock,Lubbock,4202
79415,Lubbock,Lubbock,4202
79416,Lubbock,Lubbock,4202
79423,Lubbock,Lubbock,4202
79424,Lubbock,Lubbock,4202
79430,Lubbock,Lubbock,4202
79452,Lubbock,Lubbock,4202
79453,Lubbock,Lubbock,4202
79457,Lubbock,Lubbock,4202
79464,Lubbock,Lubbock,4202
79490,Lubbock,Lubbock,4202
79491,Lubbock,Lubbock,4202
79493,Lubbock,Lubbock,4202
79499,Lubbock,Lubbock,4202
79501,Anson,Jones,4202
79502,Aspermont,Stonewall,4202
79503,Avoca,Jones,4202
79504,Baird,Callahan,4202
79505,Benjamin,Knox,4202
79506,Blackwell,Nolan,4202
79508,Buffalo Gap,Taylor,4202
79510,Clyde,Callahan,4202
79511,Coahoma,Howard,4202
79512,Colorado City,Mitchell,4202
79516,Dunn,Scurry,4202
79517,Fluvanna,Scurry,4202
79518,Girard,Kent,4202
79519,Goldsboro,Coleman,4203
79520,Hamlin,Jones,4202
79521,Haskell,Haskell,4202
79525,Hawley,Jones,4202
79526,Hermleigh,Scurry,4202
79527,Ira,Scurry,4202
79528,Jayton,Kent,4202
79529,Knox City,Knox,4202
79530,Lawn,Taylor,4202
79532,Loraine,Mitchell,4202
79533,Lueders,Jones,4202
79534,Mc Caulley,Fisher,4202
79535,Maryneal,Nolan,4202
79536,Merkel,Taylor,4202
79537,Nolan,Nolan,4202
79538,Novice,Coleman,4203
79539,O Brien,Haskell,4202
79540,Old Glory,Stonewall,4202
79541,Ovalo,Taylor,4202
79543,Roby,Fisher,4202
79544,Rochester,Haskell,4202
79545,Roscoe,Nolan,4202
79546,Rotan,Fisher,4202
79547,Rule,Haskell,4202
79548,Rule,Haskell,4202
79549,Snyder,Scurry,4202
79550,Snyder,Scurry,4202
79553,Stamford,Jones,4202
79556,Sweetwater,Nolan,4202
79560,Sylvester,Fisher,4202
79561,Trent,Taylor,4202
79562,Tuscola,Taylor,4202
79563,Tye,Taylor,4202
79565,Westbrook,Mitchell,4202
79566,Wingate,Taylor,4202
79567,Winters,Runnels,4203
79601,Abilene,Taylor,4202
79602,Abilene,Taylor,4202
79603,Abilene,Taylor,4202
79604,Abilene,Taylor,4202
79605,Abilene,Taylor,4202
79606,Abilene,Taylor,4202
79607,Dyess AFB,Taylor,4202
79608,Abilene,Taylor,4202
79697,Abilene,Taylor,4202
79698,Abilene,Taylor,4202
79699,Abilene,Taylor,4202
79701,Midland,Midland,4203
79702,Midland,Midland,4203
79703,Midland,Midland,4203
79704,Midland,Midland,4203
79705,Midland,Midland,4203
79706,Midland,Midland,4203
79707,Midland,Midland,4203
79708,Midland,Midland,4203
79710,Midland,Midland,4203
79711,Midland,Midland,4203
79712,Midland,Midland,4203
79713,Ackerly,Dawson,4202
79714,Andrews,Andrews,4202
79718,Balmorhea,Reeves,4203
79719,Barstow,Ward,4203
79720,Big Spring,Howard,4202
79721,Big Spring,Howard,4202
79730,Coyanosa,Pecos,4203
79731,Crane,Crane,4203
79733,Forsan,Howard,4202
79734,Fort Davis,Jeff Davis,4203
79735,Fort Stockton,Pecos,4203
79738,Gail,Borden,4202
79739,Garden City,Glasscock,4203
79740,Girvin,Crane,4203
79741,Goldsmith,Ector,4203
79742,Grandfalls,Ward,4203
79743,Imperial,Pecos,4203
79744,Iraan,Pecos,4203
79745,Kermit,Winkler,4203
79748,Knott,Howard,4202
79749,Lenorah,Martin,4202
79752,Mc Camey,Upton,4203
79754,Mentone,Loving,4203
79755,Midkiff,Upton,4203
79756,Monahans,Ward,4203
79758,Gardendale,Ector,4203
79759,Notrees,Ector,4203
79760,Odessa,Ector,4203
79761,Odessa,Ector,4203
79762,Odessa,Ector,4203
79763,Odessa,Ector,4203
79764,Odessa,Ector,4203
79765,Odessa,Ector,4203
79766,Odessa,Ector,4203
79768,Odessa,Ector,4203
79769,Odessa,Ector,4203
79770,Orla,Reeves,4203
79772,Pecos,Reeves,4203
79776,Penwell,Ector,4203
79777,Pyote,Ward,4203
79778,Rankin,Upton,4203
79780,Saragosa,Reeves,4203
79781,Sheffield,Pecos,4203
79782,Stanton,Martin,4202
79783,Tarzan,Martin,4202
79785,Toyah,Reeves,4203
79786,Toyahvale,Reeves,4203
79788,Wickett,Ward,4203
79789,Wink,Winkler,4203
79821,Anthony,El Paso,4203
79830,Alpine,Brewster,4204
79831,Alpine,Brewster,4204
79832,Alpine,Brewster,4204
79834,Big Bend National Park,Brewster,4204
79835,Canutillo,El Paso,4203
79836,Clint,El Paso,4203
79837,Dell City,Hudspeth,4203
79838,Fabens,El Paso,4203
79839,Fort Hancock,Hudspeth,4203
79842,Marathon,Brewster,4204
79843,Marfa,Presidio,4204
79845,Presidio,Presidio,4204
79846,Redford,Presidio,4204
79847,Salt Flat,Hudspeth,4203
79848,Sanderson,Terrell,4204
79849,San Elizario,El Paso,4203
79851,Sierra Blanca,Hudspeth,4203
79852,Terlingua,Brewster,4204
79853,Tornillo,El Paso,4203
79854,Valentine,Jeff Davis,4203
79855,Van Horn,Culberson,4203
79901,El Paso,El Paso,4203
79902,El Paso,El Paso,4203
79903,El Paso,El Paso,4203
79904,El Paso,El Paso,4203
79905,El Paso,El Paso,4203
79906,El Paso,El Paso,4203
79907,El Paso,El Paso,4203
79908,El Paso,El Paso,4203
79910,El Paso,El Paso,4203
79911,El Paso,El Paso,4203
79912,El Paso,El Paso,4203
79913,El Paso,El Paso,4203
79914,El Paso,El Paso,4203
79915,El Paso,El Paso,4203
79916,Fort Bliss,El Paso,4203
79917,El Paso,El Paso,4203
79918,Fort Bliss,El Paso,4203
79920,El Paso,El Paso,4203
79922,El Paso,El Paso,4203
79923,El Paso,El Paso,4203
79924,El Paso,El Paso,4203
79925,El Paso,El Paso,4203
79926,El Paso,El Paso,4203
79927,El Paso,El Paso,4203
79928,El Paso,El Paso,4203
79929,El Paso,El Paso,4203
79930,El Paso,El Paso,4203
79931,El Paso,El Paso,4203
79932,El Paso,El Paso,4203
79934,El Paso,El Paso,4203
79935,El Paso,El Paso,4203
79936,El Paso,El Paso,4203
79937,El Paso,El Paso,4203
79938,El Paso,El Paso,4203
79940,El Paso,El Paso,4203
79941,El Paso,El Paso,4203
79942,El Paso,Crockett,4203
79943,El Paso,El Paso,4203
79944,El Paso,El Paso,4203
79945,El Paso,El Paso,4203
79946,El Paso,El Paso,4203
79947,El Paso,El Paso,4203
79948,El Paso,El Paso,4203
79949,El Paso,El Paso,4203
79950,El Paso,El Paso,4203
79951,El Paso,El Paso,4203
79952,El Paso,El Paso,4203
79953,El Paso,El Paso,4203
79954,El Paso,El Paso,4203
79955,El Paso,El Paso,4203
79958,El Paso,El Paso,4203
79960,El Paso,El Paso,4203
79961,El Paso,El Paso,4203
79968,El Paso,El Paso,4203
79976,El Paso,El Paso,4203
79978,El Paso,El Paso,4203
79980,El Paso,El Paso,4203
79990,El Paso,El Paso,4203
79995,El Paso,El Paso,4203
79996,El Paso,El Paso,4203
79997,El Paso,El Paso,4203
79998,El Paso,El Paso,4203
79999,El Paso,El Paso,4203
